txn_id,txn_date,account_id,rep_id,division,sku_id,supplier_id,cases_sold,discount_pct,revenue_usd,channel
4663,2024-02-29,58,4,South Division,2010,5,1,0.0,312.0,On-Premise
4664,2025-09-23,27,1,North Division,2010,5,2,0.0,624.0,Off-Premise
4665,2024-09-29,145,9,Worldwide Wines,2008,6,1,0.0,168.0,On-Premise
4666,2025-06-25,79,3,South Division,2004,7,4,7.0,1339.2,On-Premise
4667,2024-02-11,44,13,South Division,1001,1,14,0.0,1680.0,Off-Premise
4668,2024-03-13,110,7,Fairfield County,2015,4,3,7.0,636.12,On-Premise
4669,2024-11-07,70,13,South Division,2008,6,1,3.0,162.96,On-Premise
4670,2024-03-20,6,12,North Division,2001,4,8,0.0,2400.0,Off-Premise
4671,2024-08-09,156,10,Spirits Division,2001,4,1,0.0,300.0,Off-Premise
4672,2025-06-15,170,11,Spirits Division,2001,4,5,0.0,1500.0,On-Premise
4673,2024-04-09,158,11,Spirits Division,2008,6,1,0.0,168.0,Off-Premise
4674,2024-04-13,132,8,Worldwide Wines,2006,15,1,5.0,387.6,Off-Premise
4675,2024-08-24,41,3,South Division,1008,2,15,0.0,1080.0,On-Premise
4676,2025-06-28,169,15,Spirits Division,2007,14,27,0.0,5184.0,Off-Premise
4677,2025-01-29,172,11,Spirits Division,2007,14,3,0.0,576.0,On-Premise
4678,2024-07-13,27,1,North Division,2015,4,23,0.0,5244.0,Off-Premise
4679,2024-07-16,159,15,Spirits Division,2002,5,1,0.0,240.0,Off-Premise
4680,2025-06-22,65,13,South Division,2012,6,9,5.0,2052.0,Off-Premise
4681,2025-11-03,105,6,Fairfield County,2002,5,1,0.0,240.0,On-Premise
4682,2024-09-11,152,11,Spirits Division,1002,11,1,0.0,144.0,On-Premise
4683,2025-08-06,45,13,South Division,1005,13,5,0.0,780.0,Off-Premise
4684,2025-10-02,156,10,Spirits Division,2014,5,4,0.0,1200.0,Off-Premise
4685,2024-07-02,108,6,Fairfield County,1001,1,1,0.0,120.0,On-Premise
4686,2025-07-25,8,1,North Division,2009,4,4,0.0,1152.0,On-Premise
4687,2025-07-25,170,11,Spirits Division,2001,4,6,0.0,1800.0,On-Premise
4688,2025-03-01,118,7,Fairfield County,2011,5,4,0.0,1824.0,Off-Premise
4689,2024-04-18,110,7,Fairfield County,2014,5,8,3.0,2328.0,On-Premise
4690,2025-10-15,79,3,South Division,2004,7,1,0.0,360.0,On-Premise
4691,2025-08-13,34,1,North Division,2014,5,16,10.0,4320.0,Off-Premise
4692,2025-01-01,6,12,North Division,1010,2,1,0.0,88.0,Off-Premise
4693,2025-11-21,135,14,Worldwide Wines,2014,5,2,0.0,600.0,On-Premise
4694,2025-04-14,28,12,North Division,1004,12,5,0.0,1080.0,On-Premise
4695,2025-12-20,161,15,Spirits Division,1001,1,14,0.0,1680.0,Off-Premise
4696,2025-11-12,40,1,North Division,1009,3,1,10.0,75.6,Off-Premise
4697,2025-03-13,49,3,South Division,1008,2,2,5.0,136.8,On-Premise
4698,2024-04-16,127,9,Worldwide Wines,1008,2,14,5.0,957.6,On-Premise
4699,2024-06-19,47,3,South Division,1008,2,1,0.0,72.0,On-Premise
4700,2024-07-03,122,8,Worldwide Wines,1001,1,2,0.0,240.0,On-Premise
4701,2025-07-17,97,5,Fairfield County,2010,5,2,0.0,624.0,On-Premise
4702,2025-02-15,142,9,Worldwide Wines,2015,4,1,0.0,228.0,On-Premise
4703,2025-05-31,142,9,Worldwide Wines,1008,2,1,3.0,69.84,On-Premise
4704,2024-12-11,135,14,Worldwide Wines,2008,6,3,5.0,478.8,On-Premise
4705,2025-11-04,83,7,Fairfield County,2002,5,1,0.0,240.0,Off-Premise
4706,2024-06-10,44,13,South Division,2004,7,1,0.0,360.0,Off-Premise
4707,2025-06-30,86,7,Fairfield County,1002,11,13,0.0,1872.0,On-Premise
4708,2025-09-06,160,10,Spirits Division,2009,4,4,5.0,1094.4,On-Premise
4709,2025-03-29,122,8,Worldwide Wines,2008,6,1,5.0,159.6,On-Premise
4710,2024-12-26,41,3,South Division,2012,6,1,0.0,240.0,On-Premise
4711,2024-11-18,89,7,Fairfield County,2010,5,10,0.0,3120.0,Off-Premise
4712,2025-07-17,42,13,South Division,2014,5,1,10.0,270.0,On-Premise
4713,2024-11-28,147,11,Spirits Division,1008,2,1,0.0,72.0,On-Premise
4714,2025-01-15,65,13,South Division,2007,14,2,5.0,364.8,Off-Premise
4715,2025-02-26,133,8,Worldwide Wines,1001,1,3,0.0,360.0,On-Premise
4716,2025-10-10,183,11,Spirits Division,2011,5,5,0.0,2280.0,On-Premise
4717,2025-03-16,34,1,North Division,2007,14,1,0.0,192.0,Off-Premise
4718,2024-11-27,163,15,Spirits Division,1007,10,4,0.0,1056.0,On-Premise
4719,2025-09-15,22,1,North Division,2004,7,9,0.0,3240.0,On-Premise
4720,2024-09-03,119,7,Fairfield County,2005,8,1,5.0,399.0,Off-Premise
4721,2025-07-30,8,1,North Division,1005,13,12,0.0,1872.0,On-Premise
4722,2025-07-12,10,2,North Division,2009,4,10,0.0,2880.0,Off-Premise
4723,2024-08-07,49,3,South Division,2014,5,1,0.0,300.0,On-Premise
4724,2025-01-19,37,12,North Division,1002,11,1,0.0,144.0,Off-Premise
4725,2025-07-17,75,3,South Division,1001,1,20,0.0,2400.0,Off-Premise
4726,2024-09-17,131,14,Worldwide Wines,1004,12,7,0.0,1512.0,Off-Premise
4727,2025-01-03,61,3,South Division,2004,7,1,3.0,349.2,On-Premise
4728,2025-04-08,167,11,Spirits Division,2008,6,5,0.0,840.0,On-Premise
4729,2025-04-03,58,4,South Division,1010,2,6,10.0,475.2,On-Premise
4730,2025-02-10,46,3,South Division,1001,1,3,0.0,360.0,Off-Premise
4731,2024-01-01,95,6,Fairfield County,2003,7,6,0.0,1584.0,On-Premise
4732,2024-02-05,182,15,Spirits Division,2014,5,5,0.0,1500.0,Off-Premise
4733,2024-10-18,74,3,South Division,1009,3,1,7.0,78.12,On-Premise
4734,2025-09-02,121,14,Worldwide Wines,1006,9,1,0.0,128.0,On-Premise
4735,2024-01-17,159,15,Spirits Division,2012,6,1,0.0,240.0,Off-Premise
4736,2025-06-14,55,13,South Division,2004,7,5,0.0,1800.0,Off-Premise
4737,2024-05-18,42,13,South Division,2004,7,3,0.0,1080.0,On-Premise
4738,2024-11-05,32,2,North Division,1006,9,21,0.0,2688.0,On-Premise
4739,2024-01-07,74,3,South Division,2002,5,2,0.0,480.0,On-Premise
4740,2024-11-03,21,1,North Division,1009,3,3,3.0,244.44,On-Premise
4741,2024-08-15,45,13,South Division,2007,14,10,0.0,1920.0,Off-Premise
4742,2024-08-07,150,10,Spirits Division,2012,6,1,0.0,240.0,On-Premise
4743,2024-11-18,121,14,Worldwide Wines,1009,3,1,0.0,84.0,On-Premise
4744,2024-01-23,60,3,South Division,2004,7,11,3.0,3841.2,On-Premise
4745,2025-12-07,166,11,Spirits Division,1002,11,1,0.0,144.0,Off-Premise
4746,2024-10-09,103,5,Fairfield County,1005,13,22,0.0,3432.0,On-Premise
4747,2025-07-20,33,1,North Division,2006,15,1,3.0,395.76,Off-Premise
4748,2025-06-07,113,6,Fairfield County,1007,10,7,5.0,1755.6,Off-Premise
4749,2025-07-23,173,15,Spirits Division,2003,7,13,0.0,3432.0,Off-Premise
4750,2025-08-07,52,4,South Division,2012,6,4,0.0,960.0,Off-Premise
4751,2025-08-08,161,15,Spirits Division,2003,7,3,0.0,792.0,Off-Premise
4752,2024-06-07,120,7,Fairfield County,2006,15,1,0.0,408.0,On-Premise
4753,2024-04-06,145,9,Worldwide Wines,2010,5,7,0.0,2184.0,On-Premise
4754,2024-02-08,118,7,Fairfield County,2001,4,3,0.0,900.0,Off-Premise
4755,2025-04-16,115,7,Fairfield County,2005,8,1,0.0,420.0,Off-Premise
4756,2024-12-30,108,6,Fairfield County,2013,5,1,0.0,276.0,On-Premise
4757,2024-06-08,174,11,Spirits Division,1002,11,6,0.0,864.0,Off-Premise
4758,2024-05-21,63,4,South Division,2008,6,5,0.0,840.0,On-Premise
4759,2024-09-28,164,15,Spirits Division,2010,5,4,10.0,1123.2,On-Premise
4760,2025-01-10,60,3,South Division,2007,14,8,0.0,1536.0,On-Premise
4761,2025-08-19,149,15,Spirits Division,1010,2,10,0.0,880.0,On-Premise
4762,2024-09-12,89,7,Fairfield County,1010,2,1,5.0,83.6,Off-Premise
4763,2024-08-26,71,3,South Division,2008,6,5,0.0,840.0,Off-Premise
4764,2024-09-19,97,5,Fairfield County,2001,4,1,0.0,300.0,On-Premise
4765,2024-11-03,31,12,North Division,2006,15,5,7.0,1897.2,Off-Premise
4766,2024-04-04,84,5,Fairfield County,1001,1,7,0.0,840.0,Off-Premise
4767,2025-08-07,133,8,Worldwide Wines,2002,5,1,0.0,240.0,On-Premise
4768,2025-02-13,150,10,Spirits Division,2002,5,1,0.0,240.0,On-Premise
4769,2025-08-05,123,8,Worldwide Wines,2009,4,1,5.0,273.6,On-Premise
4770,2024-08-10,140,9,Worldwide Wines,1010,2,1,0.0,88.0,On-Premise
4771,2024-03-20,177,10,Spirits Division,2002,5,1,5.0,228.0,On-Premise
4772,2024-11-28,181,15,Spirits Division,2012,6,17,0.0,4080.0,On-Premise
4773,2025-05-09,82,6,Fairfield County,2012,6,7,0.0,1680.0,On-Premise
4774,2024-06-26,81,7,Fairfield County,2002,5,1,5.0,228.0,On-Premise
4775,2025-05-14,62,3,South Division,1001,1,4,0.0,480.0,Off-Premise
4776,2025-12-07,96,5,Fairfield County,1002,11,5,0.0,720.0,On-Premise
4777,2025-12-20,62,3,South Division,1008,2,1,0.0,72.0,Off-Premise
4778,2025-08-13,94,5,Fairfield County,1004,12,6,7.0,1205.28,Off-Premise
4779,2024-04-07,59,3,South Division,2003,7,1,0.0,264.0,On-Premise
4780,2025-09-01,40,1,North Division,2009,4,3,0.0,864.0,Off-Premise
4781,2025-10-19,115,7,Fairfield County,2006,15,1,0.0,408.0,Off-Premise
4782,2024-11-03,85,6,Fairfield County,2002,5,7,0.0,1680.0,Off-Premise
4783,2024-02-08,121,14,Worldwide Wines,2013,5,7,0.0,1932.0,On-Premise
4784,2025-08-13,154,15,Spirits Division,1009,3,1,7.0,78.12,On-Premise
4785,2025-01-25,183,11,Spirits Division,2001,4,6,0.0,1800.0,On-Premise
4786,2024-03-21,3,1,North Division,2001,4,3,0.0,900.0,Off-Premise
4787,2024-02-27,121,14,Worldwide Wines,1001,1,7,0.0,840.0,On-Premise
4788,2024-12-08,124,8,Worldwide Wines,2015,4,1,3.0,221.16,Off-Premise
4789,2024-12-22,51,13,South Division,2002,5,8,0.0,1920.0,On-Premise
4790,2025-03-20,172,11,Spirits Division,2004,7,10,0.0,3600.0,On-Premise
4791,2025-03-02,124,8,Worldwide Wines,1007,10,3,0.0,792.0,Off-Premise
4792,2024-05-03,114,5,Fairfield County,1001,1,1,10.0,108.0,Off-Premise
4793,2024-08-20,172,11,Spirits Division,1007,10,4,0.0,1056.0,On-Premise
4794,2025-10-30,183,11,Spirits Division,2002,5,12,7.0,2678.4,On-Premise
4795,2025-09-08,173,15,Spirits Division,1010,2,10,0.0,880.0,Off-Premise
4796,2024-01-12,173,15,Spirits Division,2015,4,5,10.0,1026.0,Off-Premise
4797,2025-10-11,147,11,Spirits Division,2006,15,1,0.0,408.0,On-Premise
4798,2025-10-09,94,5,Fairfield County,1002,11,3,3.0,419.04,Off-Premise
4799,2025-01-26,78,4,South Division,2002,5,3,0.0,720.0,Off-Premise
4800,2024-02-25,149,15,Spirits Division,1001,1,3,0.0,360.0,On-Premise
4801,2024-11-08,79,3,South Division,2007,14,10,0.0,1920.0,On-Premise
4802,2025-06-20,65,13,South Division,1002,11,23,0.0,3312.0,Off-Premise
4803,2024-02-12,79,3,South Division,1008,2,1,5.0,68.4,On-Premise
4804,2024-11-22,84,5,Fairfield County,1006,9,12,5.0,1459.2,Off-Premise
4805,2025-07-06,112,5,Fairfield County,1009,3,2,0.0,168.0,Off-Premise
4806,2025-08-01,15,1,North Division,1009,3,4,0.0,336.0,On-Premise
4807,2024-06-02,13,1,North Division,2005,8,2,5.0,798.0,Off-Premise
4808,2024-11-30,109,7,Fairfield County,1005,13,10,0.0,1560.0,On-Premise
4809,2025-05-29,20,12,North Division,2001,4,3,7.0,837.0,On-Premise
4810,2025-12-15,155,10,Spirits Division,2009,4,2,0.0,576.0,On-Premise
4811,2024-08-14,15,1,North Division,1003,1,1,3.0,128.04,On-Premise
4812,2024-06-05,172,11,Spirits Division,2015,4,1,0.0,228.0,On-Premise
4813,2024-02-21,117,6,Fairfield County,1004,12,3,0.0,648.0,On-Premise
4814,2025-11-20,78,4,South Division,2012,6,24,7.0,5356.8,Off-Premise
4815,2025-02-06,171,11,Spirits Division,2007,14,5,0.0,960.0,On-Premise
4816,2025-04-01,15,1,North Division,2015,4,2,0.0,456.0,On-Premise
4817,2025-09-01,120,7,Fairfield County,1010,2,23,0.0,2024.0,On-Premise
4818,2025-08-12,120,7,Fairfield County,1004,12,7,0.0,1512.0,On-Premise
4819,2025-05-31,29,1,North Division,2013,5,1,0.0,276.0,Off-Premise
4820,2024-04-02,150,10,Spirits Division,2007,14,10,0.0,1920.0,On-Premise
4821,2024-08-15,54,4,South Division,2011,5,9,3.0,3980.88,Off-Premise
4822,2025-03-18,125,14,Worldwide Wines,2008,6,1,10.0,151.2,On-Premise
4823,2024-10-23,100,6,Fairfield County,1008,2,5,0.0,360.0,On-Premise
4824,2025-02-07,87,5,Fairfield County,2014,5,10,0.0,3000.0,On-Premise
4825,2024-05-31,184,10,Spirits Division,2006,15,4,0.0,1632.0,On-Premise
4826,2024-05-15,47,3,South Division,2015,4,2,3.0,442.32,On-Premise
4827,2024-12-10,32,2,North Division,2002,5,26,0.0,6240.0,On-Premise
4828,2024-03-25,57,3,South Division,1010,2,2,0.0,176.0,On-Premise
4829,2025-05-02,89,7,Fairfield County,2001,4,1,7.0,279.0,Off-Premise
4830,2025-08-08,73,13,South Division,1008,2,6,0.0,432.0,Off-Premise
4831,2024-02-20,87,5,Fairfield County,2007,14,2,0.0,384.0,On-Premise
4832,2025-07-15,52,4,South Division,2003,7,10,0.0,2640.0,Off-Premise
4833,2025-02-12,104,7,Fairfield County,1005,13,3,0.0,468.0,Off-Premise
4834,2024-09-25,30,12,North Division,1004,12,11,0.0,2376.0,Off-Premise
4835,2024-03-28,94,5,Fairfield County,2009,4,4,0.0,1152.0,Off-Premise
4836,2025-02-12,58,4,South Division,1005,13,2,0.0,312.0,On-Premise
4837,2025-05-28,104,7,Fairfield County,2012,6,1,0.0,240.0,Off-Premise
4838,2025-03-20,139,14,Worldwide Wines,2006,15,1,0.0,408.0,On-Premise
4839,2025-12-15,123,8,Worldwide Wines,2012,6,28,0.0,6720.0,On-Premise
4840,2024-05-13,126,8,Worldwide Wines,2006,15,1,3.0,395.76,On-Premise
4841,2024-05-18,70,13,South Division,1008,2,1,0.0,72.0,On-Premise
4842,2025-05-07,22,1,North Division,1002,11,3,3.0,419.04,On-Premise
4843,2025-07-26,93,5,Fairfield County,2008,6,3,5.0,478.8,On-Premise
4844,2024-07-21,103,5,Fairfield County,1001,1,11,0.0,1320.0,On-Premise
4845,2025-05-14,162,15,Spirits Division,2006,15,2,0.0,816.0,On-Premise
4846,2025-02-08,92,5,Fairfield County,2009,4,1,0.0,288.0,Off-Premise
4847,2025-10-29,42,13,South Division,1002,11,10,0.0,1440.0,On-Premise
4848,2025-08-08,57,3,South Division,2007,14,12,0.0,2304.0,On-Premise
4849,2024-07-19,40,1,North Division,2007,14,3,0.0,576.0,Off-Premise
4850,2025-07-28,178,15,Spirits Division,2005,8,1,0.0,420.0,Off-Premise
4851,2025-09-22,6,12,North Division,1009,3,2,0.0,168.0,Off-Premise
4852,2025-06-20,26,2,North Division,2015,4,4,5.0,866.4,Off-Premise
4853,2024-09-09,170,11,Spirits Division,2002,5,5,0.0,1200.0,On-Premise
4854,2024-09-05,76,3,South Division,2005,8,1,5.0,399.0,On-Premise
4855,2024-03-14,132,8,Worldwide Wines,1010,2,17,3.0,1451.12,Off-Premise
4856,2024-09-29,121,14,Worldwide Wines,2014,5,1,3.0,291.0,On-Premise
4857,2025-03-16,56,4,South Division,1001,1,4,0.0,480.0,On-Premise
4858,2024-11-27,100,6,Fairfield County,2014,5,8,0.0,2400.0,On-Premise
4859,2025-12-02,89,7,Fairfield County,2011,5,3,0.0,1368.0,Off-Premise
4860,2025-08-12,75,3,South Division,2015,4,2,0.0,456.0,Off-Premise
4861,2024-04-01,6,12,North Division,2006,15,3,0.0,1224.0,Off-Premise
4862,2024-04-25,13,1,North Division,1006,9,1,5.0,121.6,Off-Premise
4863,2025-11-18,133,8,Worldwide Wines,2006,15,1,0.0,408.0,On-Premise
4864,2025-02-27,96,5,Fairfield County,2002,5,8,0.0,1920.0,On-Premise
4865,2025-03-09,89,7,Fairfield County,1003,1,1,0.0,132.0,Off-Premise
4866,2025-01-09,166,11,Spirits Division,1003,1,3,0.0,396.0,Off-Premise
4867,2024-12-22,161,15,Spirits Division,2001,4,4,0.0,1200.0,Off-Premise
4868,2024-07-14,90,5,Fairfield County,1006,9,5,0.0,640.0,On-Premise
4869,2024-11-24,117,6,Fairfield County,2008,6,2,0.0,336.0,On-Premise
4870,2024-12-18,143,9,Worldwide Wines,1005,13,7,3.0,1059.24,On-Premise
4871,2025-08-31,102,5,Fairfield County,2007,14,3,10.0,518.4,Off-Premise
4872,2025-11-02,6,12,North Division,2015,4,8,0.0,1824.0,Off-Premise
4873,2024-01-25,37,12,North Division,2012,6,14,0.0,3360.0,Off-Premise
4874,2024-11-08,127,9,Worldwide Wines,2010,5,1,5.0,296.4,On-Premise
4875,2024-06-22,155,10,Spirits Division,1009,3,2,0.0,168.0,On-Premise
4876,2024-12-24,22,1,North Division,1001,1,5,0.0,600.0,On-Premise
4877,2025-09-23,1,1,North Division,2007,14,1,0.0,192.0,On-Premise
4878,2025-03-28,33,1,North Division,2008,6,15,0.0,2520.0,Off-Premise
4879,2025-09-30,70,13,South Division,2010,5,9,0.0,2808.0,On-Premise
4880,2024-05-29,46,3,South Division,1008,2,11,0.0,792.0,Off-Premise
4881,2025-03-27,111,7,Fairfield County,2010,5,2,0.0,624.0,On-Premise
4882,2024-02-15,109,7,Fairfield County,2003,7,2,5.0,501.6,On-Premise
4883,2024-08-27,144,14,Worldwide Wines,2010,5,1,5.0,296.4,On-Premise
4884,2024-07-23,143,9,Worldwide Wines,2001,4,4,0.0,1200.0,On-Premise
4885,2025-12-02,143,9,Worldwide Wines,2015,4,6,3.0,1326.96,On-Premise
4886,2025-01-17,1,1,North Division,1002,11,9,0.0,1296.0,On-Premise
4887,2024-06-08,170,11,Spirits Division,2005,8,4,0.0,1680.0,On-Premise
4888,2024-03-28,35,12,North Division,2012,6,1,0.0,240.0,On-Premise
4889,2024-04-25,33,1,North Division,2002,5,1,0.0,240.0,Off-Premise
4890,2024-02-25,99,7,Fairfield County,2010,5,3,0.0,936.0,On-Premise
4891,2024-09-05,114,5,Fairfield County,2009,4,2,3.0,558.72,Off-Premise
4892,2025-09-27,72,3,South Division,1005,13,8,0.0,1248.0,Off-Premise
4893,2024-05-31,11,1,North Division,2002,5,2,0.0,480.0,Off-Premise
4894,2024-10-21,82,6,Fairfield County,2011,5,1,0.0,456.0,On-Premise
4895,2024-01-15,178,15,Spirits Division,2013,5,4,0.0,1104.0,Off-Premise
4896,2024-12-17,163,15,Spirits Division,2005,8,3,0.0,1260.0,On-Premise
4897,2025-12-11,33,1,North Division,2001,4,27,0.0,8100.0,Off-Premise
4898,2024-04-23,68,4,South Division,2007,14,1,0.0,192.0,Off-Premise
4899,2024-11-08,127,9,Worldwide Wines,2009,4,30,0.0,8640.0,On-Premise
4900,2025-04-05,90,5,Fairfield County,2014,5,2,0.0,600.0,On-Premise
4901,2025-04-27,71,3,South Division,2010,5,1,0.0,312.0,Off-Premise
4902,2024-01-24,137,8,Worldwide Wines,2007,14,2,0.0,384.0,On-Premise
4903,2024-12-05,34,1,North Division,2005,8,1,0.0,420.0,Off-Premise
4904,2024-08-02,183,11,Spirits Division,1005,13,5,0.0,780.0,On-Premise
4905,2025-07-04,63,4,South Division,1004,12,13,5.0,2667.6,On-Premise
4906,2024-08-04,107,6,Fairfield County,2011,5,6,3.0,2653.92,Off-Premise
4907,2024-07-27,88,6,Fairfield County,1003,1,1,0.0,132.0,Off-Premise
4908,2025-07-13,154,15,Spirits Division,2008,6,2,7.0,312.48,On-Premise
4909,2025-06-19,163,15,Spirits Division,1006,9,1,3.0,124.16,On-Premise
4910,2024-09-21,84,5,Fairfield County,1002,11,1,0.0,144.0,Off-Premise
4911,2025-07-15,59,3,South Division,1004,12,1,3.0,209.52,On-Premise
4912,2025-05-09,144,14,Worldwide Wines,2011,5,1,0.0,456.0,On-Premise
4913,2025-09-29,141,8,Worldwide Wines,2009,4,1,0.0,288.0,Off-Premise
4914,2024-05-24,166,11,Spirits Division,2015,4,1,0.0,228.0,Off-Premise
4915,2025-12-12,19,2,North Division,2007,14,3,10.0,518.4,On-Premise
4916,2025-12-16,78,4,South Division,1005,13,1,10.0,140.4,Off-Premise
4917,2025-11-15,46,3,South Division,2010,5,3,0.0,936.0,Off-Premise
4918,2024-01-19,38,1,North Division,2014,5,1,0.0,300.0,Off-Premise
4919,2025-01-20,109,7,Fairfield County,2003,7,4,0.0,1056.0,On-Premise
4920,2025-08-19,61,3,South Division,2002,5,3,0.0,720.0,On-Premise
4921,2025-11-10,82,6,Fairfield County,2001,4,8,0.0,2400.0,On-Premise
4922,2025-06-23,117,6,Fairfield County,2007,14,17,0.0,3264.0,On-Premise
4923,2024-02-14,137,8,Worldwide Wines,1001,1,1,0.0,120.0,On-Premise
4924,2024-09-18,5,12,North Division,2009,4,1,5.0,273.6,On-Premise
4925,2024-06-23,60,3,South Division,2011,5,2,0.0,912.0,On-Premise
4926,2024-03-02,175,11,Spirits Division,2003,7,2,10.0,475.2,On-Premise
4927,2024-10-17,85,6,Fairfield County,1010,2,10,0.0,880.0,Off-Premise
4928,2024-07-24,94,5,Fairfield County,2015,4,1,3.0,221.16,Off-Premise
4929,2025-12-14,150,10,Spirits Division,1002,11,7,0.0,1008.0,On-Premise
4930,2025-09-24,45,13,South Division,2007,14,15,0.0,2880.0,Off-Premise
4931,2024-10-04,166,11,Spirits Division,1010,2,3,0.0,264.0,Off-Premise
4932,2024-02-24,56,4,South Division,2002,5,6,7.0,1339.2,On-Premise
4933,2025-04-21,177,10,Spirits Division,1001,1,5,0.0,600.0,On-Premise
4934,2025-11-01,36,1,North Division,2002,5,13,3.0,3026.4,Off-Premise
4935,2024-01-09,62,3,South Division,1006,9,4,0.0,512.0,Off-Premise
4936,2024-03-09,70,13,South Division,1008,2,3,0.0,216.0,On-Premise
4937,2025-02-01,95,6,Fairfield County,2008,6,1,0.0,168.0,On-Premise
4938,2025-11-07,38,1,North Division,2003,7,1,0.0,264.0,Off-Premise
4939,2024-10-04,127,9,Worldwide Wines,2007,14,2,0.0,384.0,On-Premise
4940,2025-11-09,72,3,South Division,1008,2,13,5.0,889.2,Off-Premise
4941,2025-11-06,113,6,Fairfield County,2014,5,2,0.0,600.0,Off-Premise
4942,2025-01-03,26,2,North Division,1006,9,6,0.0,768.0,Off-Premise
4943,2024-04-20,168,11,Spirits Division,2005,8,2,0.0,840.0,Off-Premise
4944,2024-01-20,91,6,Fairfield County,2013,5,4,0.0,1104.0,On-Premise
4945,2024-10-26,124,8,Worldwide Wines,1001,1,1,0.0,120.0,Off-Premise
4946,2025-10-26,129,8,Worldwide Wines,1003,1,7,0.0,924.0,Off-Premise
4947,2025-01-30,49,3,South Division,2007,14,3,5.0,547.2,On-Premise
4948,2024-08-24,125,14,Worldwide Wines,2007,14,10,10.0,1728.0,On-Premise
4949,2025-01-24,164,15,Spirits Division,1004,12,4,0.0,864.0,On-Premise
4950,2025-06-04,99,7,Fairfield County,2006,15,2,5.0,775.2,On-Premise
4951,2025-12-27,28,12,North Division,2011,5,2,0.0,912.0,On-Premise
4952,2024-04-11,112,5,Fairfield County,2005,8,4,0.0,1680.0,Off-Premise
4953,2024-11-19,147,11,Spirits Division,2002,5,1,7.0,223.2,On-Premise
4954,2025-05-11,100,6,Fairfield County,1008,2,6,0.0,432.0,On-Premise
4955,2025-09-03,30,12,North Division,1003,1,1,3.0,128.04,Off-Premise
4956,2025-06-28,19,2,North Division,1010,2,1,0.0,88.0,On-Premise
4957,2024-03-31,130,14,Worldwide Wines,1010,2,30,0.0,2640.0,Off-Premise
4958,2024-07-09,36,1,North Division,2013,5,2,7.0,513.36,Off-Premise
4959,2024-07-22,28,12,North Division,1010,2,2,0.0,176.0,On-Premise
4960,2025-05-27,13,1,North Division,2006,15,2,5.0,775.2,Off-Premise
4961,2025-04-13,55,13,South Division,1010,2,1,3.0,85.36,Off-Premise
4962,2025-07-28,183,11,Spirits Division,1009,3,1,0.0,84.0,On-Premise
4963,2025-12-30,36,1,North Division,2006,15,7,0.0,2856.0,Off-Premise
4964,2024-01-23,160,10,Spirits Division,1003,1,1,0.0,132.0,On-Premise
4965,2024-02-10,111,7,Fairfield County,2009,4,1,0.0,288.0,On-Premise
4966,2024-09-10,65,13,South Division,2004,7,2,5.0,684.0,Off-Premise
4967,2025-06-26,62,3,South Division,2009,4,3,5.0,820.8,Off-Premise
4968,2024-11-08,9,1,North Division,2008,6,1,0.0,168.0,Off-Premise
4969,2024-12-07,129,8,Worldwide Wines,2004,7,15,5.0,5130.0,Off-Premise
4970,2025-05-16,168,11,Spirits Division,2006,15,9,0.0,3672.0,Off-Premise
4971,2025-02-06,47,3,South Division,1003,1,2,7.0,245.52,On-Premise
4972,2024-06-09,123,8,Worldwide Wines,2003,7,1,0.0,264.0,On-Premise
4973,2024-01-19,11,1,North Division,1002,11,6,0.0,864.0,Off-Premise
4974,2024-12-21,155,10,Spirits Division,1009,3,1,0.0,84.0,On-Premise
4975,2025-12-01,149,15,Spirits Division,1006,9,2,0.0,256.0,On-Premise
4976,2024-12-26,91,6,Fairfield County,2005,8,2,0.0,840.0,On-Premise
4977,2024-12-29,34,1,North Division,1002,11,16,0.0,2304.0,Off-Premise
4978,2025-10-02,159,15,Spirits Division,1009,3,2,3.0,162.96,Off-Premise
4979,2024-11-05,20,12,North Division,1004,12,19,0.0,4104.0,On-Premise
4980,2024-08-29,70,13,South Division,1003,1,3,3.0,384.12,On-Premise
4981,2025-05-28,83,7,Fairfield County,1008,2,1,0.0,72.0,Off-Premise
4982,2024-10-09,120,7,Fairfield County,2001,4,1,0.0,300.0,On-Premise
4983,2024-03-04,72,3,South Division,2012,6,1,0.0,240.0,Off-Premise
4984,2025-10-02,81,7,Fairfield County,1003,1,1,0.0,132.0,On-Premise
4985,2024-09-20,157,10,Spirits Division,2005,8,1,7.0,390.6,Off-Premise
4986,2025-01-31,109,7,Fairfield County,2002,5,1,0.0,240.0,On-Premise
4987,2024-01-31,55,13,South Division,2004,7,1,0.0,360.0,Off-Premise
4988,2025-07-22,101,6,Fairfield County,2014,5,14,0.0,4200.0,On-Premise
4989,2024-10-13,1,1,North Division,2002,5,1,0.0,240.0,On-Premise
4990,2024-08-18,79,3,South Division,2003,7,2,0.0,528.0,On-Premise
4991,2024-06-04,105,6,Fairfield County,2012,6,16,5.0,3648.0,On-Premise
4992,2024-12-15,83,7,Fairfield County,2002,5,2,0.0,480.0,Off-Premise
4993,2025-02-06,177,10,Spirits Division,1003,1,1,0.0,132.0,On-Premise
4994,2025-11-03,169,15,Spirits Division,1005,13,27,0.0,4212.0,Off-Premise
4995,2024-05-20,91,6,Fairfield County,2005,8,6,0.0,2520.0,On-Premise
